|league_id|provider     |provider_league_id|created_at                   |updated_at                   |
|22,437   |api_hockey   |52                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,438   |api_hockey   |137               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,439   |api_hockey   |77                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,440   |api_hockey   |106               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,441   |api_hockey   |215               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,442   |api_hockey   |55                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,443   |api_hockey   |5                 |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,444   |api_hockey   |49                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,445   |api_hockey   |211               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,446   |api_hockey   |247               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,447   |api_hockey   |78                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,448   |api_hockey   |133               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,449   |api_hockey   |186               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,450   |api_hockey   |222               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,451   |api_hockey   |213               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,452   |api_hockey   |131               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,453   |api_hockey   |103               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,454   |api_hockey   |94                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,455   |api_hockey   |144               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,456   |api_hockey   |132               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,457   |api_hockey   |35                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,458   |api_hockey   |151               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,459   |api_hockey   |150               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,460   |api_hockey   |160               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,461   |api_hockey   |33                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,462   |api_hockey   |184               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,463   |api_hockey   |11                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,464   |api_hockey   |104               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,465   |api_hockey   |199               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,466   |api_hockey   |154               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,467   |api_hockey   |152               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,468   |api_hockey   |111               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,469   |api_hockey   |170               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,470   |api_hockey   |238               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,471   |api_hockey   |82                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,472   |api_hockey   |159               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,473   |api_hockey   |139               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,474   |api_hockey   |61                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,475   |api_hockey   |147               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,476   |api_hockey   |197               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,477   |api_hockey   |182               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,478   |api_hockey   |116               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,479   |api_hockey   |218               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,480   |api_hockey   |107               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,481   |api_hockey   |67                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,482   |api_hockey   |27                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,483   |api_hockey   |51                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,484   |api_hockey   |53                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,485   |api_hockey   |237               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,486   |api_hockey   |71                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,487   |api_hockey   |38                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,488   |api_hockey   |219               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,489   |api_hockey   |163               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,490   |api_hockey   |39                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,491   |api_hockey   |13                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,492   |api_hockey   |266               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,493   |api_hockey   |202               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,494   |api_hockey   |192               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,495   |api_hockey   |221               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,496   |api_hockey   |143               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,497   |api_hockey   |198               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,498   |api_hockey   |212               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,499   |api_hockey   |229               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,500   |api_hockey   |165               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,501   |api_hockey   |167               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,502   |api_hockey   |88                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,503   |api_hockey   |7                 |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,504   |api_hockey   |74                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,505   |api_hockey   |153               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,506   |api_hockey   |118               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,507   |api_hockey   |268               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,508   |api_hockey   |89                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,509   |api_hockey   |72                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,510   |api_hockey   |65                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,511   |api_hockey   |228               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,512   |api_hockey   |79                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,513   |api_hockey   |248               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,514   |api_hockey   |162               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,515   |api_hockey   |178               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,516   |api_hockey   |87                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,517   |api_hockey   |148               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,518   |api_hockey   |42                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,519   |api_hockey   |175               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,520   |api_hockey   |121               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,521   |api_hockey   |22                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,522   |api_hockey   |60                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,523   |api_hockey   |47                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,524   |api_hockey   |246               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,525   |api_hockey   |127               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,526   |api_hockey   |245               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,527   |api_hockey   |136               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,528   |api_hockey   |29                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,529   |api_hockey   |200               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,530   |api_hockey   |171               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,531   |api_hockey   |231               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,532   |api_hockey   |69                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,533   |api_hockey   |220               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,534   |api_hockey   |262               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,535   |api_hockey   |191               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,536   |api_hockey   |15                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,537   |api_hockey   |140               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,538   |api_hockey   |98                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,539   |api_hockey   |8                 |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,540   |api_hockey   |23                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,541   |api_hockey   |225               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,542   |api_hockey   |161               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,543   |api_hockey   |54                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,544   |api_hockey   |258               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,545   |api_hockey   |208               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,546   |api_hockey   |91                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,547   |api_hockey   |99                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,548   |api_hockey   |188               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,549   |api_hockey   |145               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,550   |api_hockey   |156               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,551   |api_hockey   |36                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,552   |api_hockey   |45                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,553   |api_hockey   |75                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,554   |api_hockey   |155               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,555   |api_hockey   |181               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,556   |api_hockey   |187               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,557   |api_hockey   |269               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,558   |api_hockey   |255               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,559   |api_hockey   |40                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,560   |api_hockey   |168               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,561   |api_hockey   |259               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,562   |api_hockey   |252               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,563   |api_hockey   |30                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,564   |api_hockey   |239               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,565   |api_hockey   |96                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,566   |api_hockey   |34                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,567   |api_hockey   |64                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,568   |api_hockey   |114               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,569   |api_hockey   |18                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
