"id","sport_id","name","country","ext_source","ext_league_id","ext_csv_code","theodds_key","enabled_theodds","country_id","tier","is_cup","is_international","created_at","updated_at"
20895,1,T?rkiye Kupas?,Turkey,api_football,"206",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20896,1,"3. Lig - Group 1",Turkey,api_football,"552",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20897,1,"3. Lig - Group 2",Turkey,api_football,"553",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20898,1,"3. Lig - Group 3",Turkey,api_football,"554",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20899,1,National 1,France,api_football,"63",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20900,1,Coupe de France,France,api_football,"66",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20901,1,Coupe de la Ligue,France,api_football,"65",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20902,1,National 2 - Group A,France,api_football,"67",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20903,1,National 2 - Group B,France,api_football,"68",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20904,1,National 2 - Group C,France,api_football,"69",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20905,1,Asian Cup,World,api_football,"7",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20906,1,World Cup - Women,World,api_football,"8",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
8,1,European Championship,Europe,football_data,"2018",,soccer_uefa_euro,false,11,,false,true,2026-02-24 17:24:37.011 +0100,2026-02-24 17:24:37.011 +0100
7,1,UEFA Champions League,Europe,football_data,"2001",,soccer_uefa_champs_league,false,11,,false,true,2026-02-24 17:24:37.011 +0100,2026-02-24 17:24:37.011 +0100
31,1,Copa Libertadores,South America,football_data,"2152",,soccer_conmebol_copa_libertadores,false,12,,false,true,2026-02-24 17:24:37.011 +0100,2026-02-24 17:24:37.011 +0100
33,1,FIFA World Cup,World,football_data,"2000",,soccer_fifa_world_cup,false,13,,false,true,2026-02-24 17:24:37.011 +0100,2026-02-24 17:24:37.011 +0100
20907,1,Ligue 1,Algeria,api_football,"186",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20908,1,Ligue 2,Algeria,api_football,"187",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20909,1,"2nd Division - Group A",Albania,api_football,"512",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20910,1,"2nd Division - Group B",Albania,api_football,"513",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20911,1,Super Cup,Algeria,api_football,"516",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20912,1,"1a Divisi?",Andorra,api_football,"312",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20913,1,"2a Divisi?",Andorra,api_football,"313",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20914,1,Primera B Metropolitana,Argentina,api_football,"131",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20915,1,Primera Nacional,Argentina,api_football,"129",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20916,1,Primera C,Argentina,api_football,"132",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20917,1,Primera D,Argentina,api_football,"133",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20918,1,Torneo Federal A,Argentina,api_football,"134",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20919,1,A-League,Australia,api_football,"188",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20920,1,Brisbane Premier League,Australia,api_football,"191",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20921,1,Northern Territory Premier League,Australia,api_football,"193",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20922,1,Cup,Austria,api_football,"220",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20923,1,"2. Liga",Austria,api_football,"219",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20924,1,Bundesliga,Austria,api_football,"218",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20925,1,Birinci Dasta,Azerbaijan,api_football,"418",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20926,1,Premyer Liqa,Azerbaijan,api_football,"419",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20927,1,Regionalliga - Mitte,Austria,api_football,"222",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20928,1,Regionalliga - Ost,Austria,api_football,"221",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20929,1,Regionalliga - West,Austria,api_football,"223",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20930,1,Premier League,Wales,api_football,"110",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20931,1,Welsh Cup,Wales,api_football,"112",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20932,1,Primera Divisi?n,Venezuela,api_football,"299",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
