|table_schema|table_name|ordinal_position|column_name|data_type|udt_name|is_nullable|column_default|
|ops|v_ops_dashboard_by_sport|20|pct_enabled_targets|numeric|numeric|YES||
|ops|v_ops_dashboard_summary|1|snapshot_ts|timestamp with time zone|timestamptz|YES||
|ops|v_ops_dashboard_summary|2|total_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|3|run_now_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|4|validate_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|5|monitor_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|6|review_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|7|wait_plan_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|8|blocked_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|9|can_run_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|10|cannot_run_rows|integer|int4|YES||
|ops|v_ops_dashboard_summary|11|pending_total|bigint|int8|YES||
|ops|v_ops_dashboard_summary|12|running_total|bigint|int8|YES||
|ops|v_ops_dashboard_summary|13|done_total|bigint|int8|YES||
|ops|v_ops_dashboard_summary|14|error_total|bigint|int8|YES||
|ops|v_ops_dashboard_summary|15|skipped_total|bigint|int8|YES||
|ops|v_ops_dashboard_summary|16|total_targets_sum|bigint|int8|YES||
|ops|v_ops_dashboard_summary|17|enabled_targets_sum|bigint|int8|YES||
|ops|v_ops_dashboard_summary|18|pending_run_now|bigint|int8|YES||
|ops|v_ops_dashboard_summary|19|pending_validate|bigint|int8|YES||
|ops|v_ops_dashboard_summary|20|pending_review|bigint|int8|YES||
|ops|v_ops_dashboard_summary|21|pending_blocked|bigint|int8|YES||
|ops|v_ops_dashboard_summary|22|pct_run_now|numeric|numeric|YES||
|ops|v_ops_dashboard_summary|23|pct_can_run|numeric|numeric|YES||
|ops|v_ops_dashboard_summary|24|pct_blocked|numeric|numeric|YES||
|ops|v_ops_dashboard_summary|25|pct_enabled_targets|numeric|numeric|YES||
|ops|v_ops_dashboard_summary|26|requests_used|bigint|int8|YES||
|ops|v_ops_dashboard_summary|27|requests_limit|bigint|int8|YES||
|ops|v_ops_dashboard_summary|28|requests_remaining|bigint|int8|YES||
|ops|v_ops_dashboard_summary|29|pct_budget_used|numeric|numeric|YES||
|ops|v_ops_dashboard_summary|30|active_worker_locks|integer|int4|YES||
|ops|v_ops_hk_core_full_job_catalog|1|provider|text|text|YES||
|ops|v_ops_hk_core_full_job_catalog|2|sport_code|text|text|YES||
|ops|v_ops_hk_core_full_job_catalog|3|run_group|text|text|YES||
|ops|v_ops_hk_core_full_job_catalog|4|entity|text|text|YES||
|ops|v_ops_hk_core_full_job_catalog|5|entity_order|integer|int4|YES||
|ops|v_ops_hk_core_full_job_catalog|6|target_count|bigint|int8|YES||
|ops|v_ops_hk_core_full_job_catalog|7|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_core_full_job_catalog|8|job_code|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|1|provider|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|2|sport_code|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|3|run_group|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|4|entity|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|5|entity_order|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|6|target_count|bigint|int8|YES||
|ops|v_ops_hk_core_runnable_jobs|7|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_core_runnable_jobs|8|job_code|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|9|ingest_mode|text|text|YES||
|ops|v_ops_hk_core_runnable_jobs|10|enabled|boolean|bool|YES||
|ops|v_ops_hk_core_runnable_jobs|11|priority|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|12|batch_size|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|13|max_requests_per_run|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|14|retry_limit|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|15|cooldown_seconds|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|16|days_back|integer|int4|YES||
|ops|v_ops_hk_core_runnable_jobs|17|days_forward|integer|int4|YES||
|ops|v_ops_hk_full_job_catalog|1|provider|text|text|YES||
|ops|v_ops_hk_full_job_catalog|2|sport_code|text|text|YES||
|ops|v_ops_hk_full_job_catalog|3|run_group|text|text|YES||
|ops|v_ops_hk_full_job_catalog|4|entity|text|text|YES||
|ops|v_ops_hk_full_job_catalog|5|entity_order|integer|int4|YES||
|ops|v_ops_hk_full_job_catalog|6|target_count|bigint|int8|YES||
|ops|v_ops_hk_full_job_catalog|7|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_full_job_catalog|8|job_code|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|1|provider|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|2|sport_code|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|3|run_group|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|4|entity|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|5|entity_order|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|6|target_count|bigint|int8|YES||
|ops|v_ops_hk_full_runnable_jobs|7|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_full_runnable_jobs|8|job_code|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|9|ingest_mode|text|text|YES||
|ops|v_ops_hk_full_runnable_jobs|10|enabled|boolean|bool|YES||
|ops|v_ops_hk_full_runnable_jobs|11|priority|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|12|batch_size|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|13|max_requests_per_run|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|14|retry_limit|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|15|cooldown_seconds|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|16|days_back|integer|int4|YES||
|ops|v_ops_hk_full_runnable_jobs|17|days_forward|integer|int4|YES||
|ops|v_ops_hk_job_catalog|1|layer|text|text|YES||
|ops|v_ops_hk_job_catalog|2|layer_order|integer|int4|YES||
|ops|v_ops_hk_job_catalog|3|provider|text|text|YES||
|ops|v_ops_hk_job_catalog|4|sport_code|text|text|YES||
|ops|v_ops_hk_job_catalog|5|entity|text|text|YES||
|ops|v_ops_hk_job_catalog|6|entity_order|integer|int4|YES||
|ops|v_ops_hk_job_catalog|7|run_group|text|text|YES||
|ops|v_ops_hk_job_catalog|8|target_count|bigint|int8|YES||
|ops|v_ops_hk_job_catalog|9|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_job_catalog|10|min_effective_season|text|text|YES||
|ops|v_ops_hk_job_catalog|11|max_effective_season|text|text|YES||
|ops|v_ops_hk_job_catalog|12|job_code|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|1|provider|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|2|sport_code|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|3|entity|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|4|provider_league_id|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|5|season|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|6|run_group|text|text|YES||
|ops|v_ops_hk_top_full_execution_order|7|entity_order|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|1|provider|text|text|YES||
|ops|v_ops_hk_top_full_runnable_jobs|2|sport_code|text|text|YES||
|ops|v_ops_hk_top_full_runnable_jobs|3|run_group|text|text|YES||
|ops|v_ops_hk_top_full_runnable_jobs|4|entity|text|text|YES||
|ops|v_ops_hk_top_full_runnable_jobs|5|entity_order|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|6|target_count|bigint|int8|YES||
|ops|v_ops_hk_top_full_runnable_jobs|7|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_top_full_runnable_jobs|8|job_code|text|text|YES||
|ops|v_ops_hk_top_full_runnable_jobs|9|ingest_mode|text|text|YES||
|ops|v_ops_hk_top_full_runnable_jobs|10|enabled|boolean|bool|YES||
|ops|v_ops_hk_top_full_runnable_jobs|11|priority|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|12|batch_size|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|13|max_requests_per_run|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|14|retry_limit|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|15|cooldown_seconds|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|16|days_back|integer|int4|YES||
|ops|v_ops_hk_top_full_runnable_jobs|17|days_forward|integer|int4|YES||
|ops|v_ops_hk_top_ingest_jobs|1|provider|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|2|sport_code|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|3|entity|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|4|canonical_league_id|bigint|int8|YES||
|ops|v_ops_hk_top_ingest_jobs|5|provider_league_id|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|6|season|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|7|run_group|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|8|priority|integer|int4|YES||
|ops|v_ops_hk_top_ingest_jobs|9|scope_type|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|10|requires_league|boolean|bool|YES||
|ops|v_ops_hk_top_ingest_jobs|11|requires_season|boolean|bool|YES||
|ops|v_ops_hk_top_ingest_jobs|12|source_endpoint|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|13|target_table|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|14|worker_script|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs|15|notes|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|1|provider|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|2|sport_code|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|3|entity|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|4|canonical_league_id|bigint|int8|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|5|provider_league_id|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|6|season|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|7|run_group|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|8|priority|integer|int4|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|9|scope_type|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|10|requires_league|boolean|bool|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|11|requires_season|boolean|bool|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|12|source_endpoint|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|13|target_table|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|14|worker_script|text|text|YES||
|ops|v_ops_hk_top_ingest_jobs_test_mode|15|notes|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|1|layer|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|2|layer_order|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|3|provider|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|4|sport_code|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|5|entity|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|6|entity_order|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|7|run_group|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|8|target_count|bigint|int8|YES||
|ops|v_ops_hk_top_runnable_jobs|9|planned_requests|bigint|int8|YES||
|ops|v_ops_hk_top_runnable_jobs|10|job_code|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|11|ingest_mode|text|text|YES||
|ops|v_ops_hk_top_runnable_jobs|12|enabled|boolean|bool|YES||
|ops|v_ops_hk_top_runnable_jobs|13|priority|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|14|batch_size|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|15|max_requests_per_run|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|16|retry_limit|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|17|cooldown_seconds|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|18|days_back|integer|int4|YES||
|ops|v_ops_hk_top_runnable_jobs|19|days_forward|integer|int4|YES||
|ops|v_ops_hk_top_test_execution_order|1|provider|text|text|YES||
|ops|v_ops_hk_top_test_execution_order|2|sport_code|text|text|YES||
|ops|v_ops_hk_top_test_execution_order|3|entity|text|text|YES||
|ops|v_ops_hk_top_test_execution_order|4|run_group|text|text|YES||
|ops|v_ops_hk_top_test_execution_order|5|canonical_league_id|bigint|int8|YES||
|ops|v_ops_hk_top_test_execution_order|6|provider_league_id|text|text|YES||
|ops|v_ops_hk_top_test_execution_order|7|season|text|text|YES||
|ops|v_ops_hk_top_test_execution_order|8|priority|integer|int4|YES||
|ops|v_ops_hk_top_test_execution_order|9|entity_order|integer|int4|YES||
|ops|v_ops_panel_action_queue|1|provider|text|text|YES||
|ops|v_ops_panel_action_queue|2|sport_code|text|text|YES||
|ops|v_ops_panel_action_queue|3|entity|text|text|YES||
|ops|v_ops_panel_action_queue|4|queue_action|text|text|YES||
|ops|v_ops_panel_action_queue|5|panel_run_mode|text|text|YES||
|ops|v_ops_panel_action_queue|6|panel_color|text|text|YES||
|ops|v_ops_panel_action_queue|7|panel_status_label|text|text|YES||
|ops|v_ops_panel_action_queue|8|planner_priority_band|text|text|YES||
|ops|v_ops_panel_action_queue|9|provider_priority|integer|int4|YES||
|ops|v_ops_panel_action_queue|10|fetch_priority|integer|int4|YES||
|ops|v_ops_panel_action_queue|11|merge_priority|integer|int4|YES||
|ops|v_ops_panel_action_queue|12|pending_cnt|bigint|int8|YES||
|ops|v_ops_panel_action_queue|13|running_cnt|bigint|int8|YES||
|ops|v_ops_panel_action_queue|14|done_cnt|bigint|int8|YES||
|ops|v_ops_panel_action_queue|15|error_cnt|bigint|int8|YES||
|ops|v_ops_panel_action_queue|16|skipped_cnt|bigint|int8|YES||
|ops|v_ops_panel_action_queue|17|total_targets|bigint|int8|YES||
|ops|v_ops_panel_action_queue|18|enabled_targets|bigint|int8|YES||
|ops|v_ops_panel_action_queue|19|coverage_status|text|text|YES||
|ops|v_ops_panel_action_queue|20|runtime_status|text|text|YES||
|ops|v_ops_panel_action_queue|21|quality_rating|text|text|YES||
|ops|v_ops_panel_action_queue|22|expected_depth|text|text|YES||
|ops|v_ops_panel_action_queue|23|availability_scope|text|text|YES||
|ops|v_ops_panel_action_queue|24|is_primary_source|boolean|bool|YES||
|ops|v_ops_panel_action_queue|25|is_fallback_source|boolean|bool|YES||
|ops|v_ops_panel_action_queue|26|is_merge_source|boolean|bool|YES||
|ops|v_ops_panel_action_queue|27|pro_harvest_candidate|boolean|bool|YES||
|ops|v_ops_panel_action_queue|28|last_attempt|timestamp with time zone|timestamptz|YES||
|ops|v_ops_panel_action_queue|29|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_ops_panel_action_queue|30|notes|text|text|YES||
|ops|v_ops_panel_action_queue|31|limitations|text|text|YES||
|ops|v_ops_panel_action_queue|32|next_action|text|text|YES||
|ops|v_ops_panel_action_queue|33|action_rank|integer|int4|YES||
|ops|v_ops_panel_action_queue|34|queue_order|bigint|int8|YES||
|ops|v_ops_panel_top_queue|1|provider|text|text|YES||
|ops|v_ops_panel_top_queue|2|sport_code|text|text|YES||
|ops|v_ops_panel_top_queue|3|entity|text|text|YES||
|ops|v_ops_panel_top_queue|4|queue_action|text|text|YES||
|ops|v_ops_panel_top_queue|5|panel_can_run|boolean|bool|YES||
|ops|v_ops_panel_top_queue|6|panel_run_mode|text|text|YES||
|ops|v_ops_panel_top_queue|7|panel_color|text|text|YES||
|ops|v_ops_panel_top_queue|8|panel_status_label|text|text|YES||
|ops|v_ops_panel_top_queue|9|planner_priority_band|text|text|YES||
|ops|v_ops_panel_top_queue|10|provider_priority|integer|int4|YES||
|ops|v_ops_panel_top_queue|11|fetch_priority|integer|int4|YES||
|ops|v_ops_panel_top_queue|12|merge_priority|integer|int4|YES||
|ops|v_ops_panel_top_queue|13|panel_sort_group|integer|int4|YES||
|ops|v_ops_panel_top_queue|14|pending_cnt|bigint|int8|YES||
|ops|v_ops_panel_top_queue|15|running_cnt|bigint|int8|YES||
|ops|v_ops_panel_top_queue|16|done_cnt|bigint|int8|YES||
|ops|v_ops_panel_top_queue|17|error_cnt|bigint|int8|YES||
|ops|v_ops_panel_top_queue|18|skipped_cnt|bigint|int8|YES||
|ops|v_ops_panel_top_queue|19|total_targets|bigint|int8|YES||
|ops|v_ops_panel_top_queue|20|enabled_targets|bigint|int8|YES||
|ops|v_ops_panel_top_queue|21|coverage_status|text|text|YES||
|ops|v_ops_panel_top_queue|22|runtime_status|text|text|YES||
|ops|v_ops_panel_top_queue|23|quality_rating|text|text|YES||
|ops|v_ops_panel_top_queue|24|expected_depth|text|text|YES||
|ops|v_ops_panel_top_queue|25|availability_scope|text|text|YES||
|ops|v_ops_panel_top_queue|26|is_primary_source|boolean|bool|YES||
|ops|v_ops_panel_top_queue|27|is_fallback_source|boolean|bool|YES||
|ops|v_ops_panel_top_queue|28|is_merge_source|boolean|bool|YES||
|ops|v_ops_panel_top_queue|29|is_enabled|boolean|bool|YES||
|ops|v_ops_panel_top_queue|30|pro_harvest_candidate|boolean|bool|YES||
|ops|v_ops_panel_top_queue|31|last_attempt|timestamp with time zone|timestamptz|YES||
|ops|v_ops_panel_top_queue|32|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_ops_panel_top_queue|33|notes|text|text|YES||
|ops|v_ops_panel_top_queue|34|limitations|text|text|YES||
|ops|v_ops_panel_top_queue|35|next_action|text|text|YES||
|ops|v_ops_panel_top_queue|36|queue_rank|integer|int4|YES||
|ops|v_panel_run_control|1|provider|text|text|YES||
|ops|v_panel_run_control|2|sport_code|text|text|YES||
|ops|v_panel_run_control|3|entity|text|text|YES||
|ops|v_panel_run_control|4|coverage_status|text|text|YES||
|ops|v_panel_run_control|5|runtime_status|text|text|YES||
|ops|v_panel_run_control|6|queue_action|text|text|YES||
|ops|v_panel_run_control|7|planner_priority_band|text|text|YES||
|ops|v_panel_run_control|8|provider_priority|integer|int4|YES||
|ops|v_panel_run_control|9|fetch_priority|integer|int4|YES||
|ops|v_panel_run_control|10|merge_priority|integer|int4|YES||
|ops|v_panel_run_control|11|pending_cnt|bigint|int8|YES||
|ops|v_panel_run_control|12|running_cnt|bigint|int8|YES||
|ops|v_panel_run_control|13|done_cnt|bigint|int8|YES||
|ops|v_panel_run_control|14|error_cnt|bigint|int8|YES||
|ops|v_panel_run_control|15|skipped_cnt|bigint|int8|YES||
|ops|v_panel_run_control|16|total_targets|bigint|int8|YES||
|ops|v_panel_run_control|17|enabled_targets|bigint|int8|YES||
|ops|v_panel_run_control|18|free_plan_supported|boolean|bool|YES||
|ops|v_panel_run_control|19|paid_plan_supported|boolean|bool|YES||
|ops|v_panel_run_control|20|availability_scope|text|text|YES||
|ops|v_panel_run_control|21|quality_rating|text|text|YES||
|ops|v_panel_run_control|22|expected_depth|text|text|YES||
|ops|v_panel_run_control|23|is_primary_source|boolean|bool|YES||
|ops|v_panel_run_control|24|is_fallback_source|boolean|bool|YES||
|ops|v_panel_run_control|25|is_merge_source|boolean|bool|YES||
|ops|v_panel_run_control|26|is_enabled|boolean|bool|YES||
|ops|v_panel_run_control|27|pro_harvest_candidate|boolean|bool|YES||
|ops|v_panel_run_control|28|panel_can_run|boolean|bool|YES||
|ops|v_panel_run_control|29|panel_run_mode|text|text|YES||
|ops|v_panel_run_control|30|panel_color|text|text|YES||
|ops|v_panel_run_control|31|panel_status_label|text|text|YES||
|ops|v_panel_run_control|32|panel_sort_group|integer|int4|YES||
|ops|v_panel_run_control|33|last_attempt|timestamp with time zone|timestamptz|YES||
|ops|v_panel_run_control|34|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_panel_run_control|35|notes|text|text|YES||
|ops|v_panel_run_control|36|limitations|text|text|YES||
|ops|v_panel_run_control|37|next_action|text|text|YES||
|ops|v_player_enrichment_queue|1|id|bigint|int8|YES||
|ops|v_player_enrichment_queue|2|provider|text|text|YES||
|ops|v_player_enrichment_queue|3|sport_code|text|text|YES||
|ops|v_player_enrichment_queue|4|entity|text|text|YES||
|ops|v_player_enrichment_queue|5|player_id|bigint|int8|YES||
|ops|v_player_enrichment_queue|6|source_provider|text|text|YES||
|ops|v_player_enrichment_queue|7|source_external_player_id|text|text|YES||
|ops|v_player_enrichment_queue|8|external_team_id|text|text|YES||
|ops|v_player_enrichment_queue|9|external_league_id|text|text|YES||
|ops|v_player_enrichment_queue|10|season|text|text|YES||
|ops|v_player_enrichment_queue|11|run_group|text|text|YES||
|ops|v_player_enrichment_queue|12|priority|integer|int4|YES||
|ops|v_player_enrichment_queue|13|status|text|text|YES||
|ops|v_player_enrichment_queue|14|attempts|integer|int4|YES||
|ops|v_player_enrichment_queue|15|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_player_enrichment_queue|16|last_error|text|text|YES||
|ops|v_player_enrichment_queue|17|created_at|timestamp with time zone|timestamptz|YES||
|ops|v_player_enrichment_queue|18|updated_at|timestamp with time zone|timestamptz|YES||
|ops|v_provider_entity_status|1|provider|text|text|YES||
|ops|v_provider_entity_status|2|sport_code|text|text|YES||
|ops|v_provider_entity_status|3|entity|text|text|YES||
|ops|v_provider_entity_status|4|coverage_status|text|text|YES||
|ops|v_provider_entity_status|5|quality_rating|text|text|YES||
|ops|v_provider_entity_status|6|availability_scope|text|text|YES||
|ops|v_provider_entity_status|7|free_plan_supported|boolean|bool|YES||
|ops|v_provider_entity_status|8|paid_plan_supported|boolean|bool|YES||
|ops|v_provider_entity_status|9|expected_depth|text|text|YES||
|ops|v_provider_entity_status|10|is_primary_source|boolean|bool|YES||
|ops|v_provider_entity_status|11|is_fallback_source|boolean|bool|YES||
|ops|v_provider_entity_status|12|is_merge_source|boolean|bool|YES||
|ops|v_provider_entity_status|13|is_enabled|boolean|bool|YES||
|ops|v_provider_entity_status|14|provider_priority|integer|int4|YES||
|ops|v_provider_entity_status|15|fetch_priority|integer|int4|YES||
|ops|v_provider_entity_status|16|merge_priority|integer|int4|YES||
|ops|v_provider_entity_status|17|total_targets|bigint|int8|YES||
|ops|v_provider_entity_status|18|enabled_targets|bigint|int8|YES||
|ops|v_provider_entity_status|19|pending_cnt|bigint|int8|YES||
|ops|v_provider_entity_status|20|running_cnt|bigint|int8|YES||
|ops|v_provider_entity_status|21|done_cnt|bigint|int8|YES||
|ops|v_provider_entity_status|22|error_cnt|bigint|int8|YES||
|ops|v_provider_entity_status|23|skipped_cnt|bigint|int8|YES||
|ops|v_provider_entity_status|24|runtime_status|text|text|YES||
|ops|v_provider_entity_status|25|is_ready|boolean|bool|YES||
|ops|v_provider_entity_status|26|last_attempt|timestamp with time zone|timestamptz|YES||
|ops|v_provider_entity_status|27|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_provider_entity_status|28|notes|text|text|YES||
|ops|v_provider_entity_status|29|limitations|text|text|YES||
|ops|v_provider_entity_status|30|next_action|text|text|YES||
|ops|v_run_ready_queue|1|provider|text|text|YES||
|ops|v_run_ready_queue|2|sport_code|text|text|YES||
|ops|v_run_ready_queue|3|entity|text|text|YES||
|ops|v_run_ready_queue|4|coverage_status|text|text|YES||
|ops|v_run_ready_queue|5|quality_rating|text|text|YES||
|ops|v_run_ready_queue|6|availability_scope|text|text|YES||
|ops|v_run_ready_queue|7|free_plan_supported|boolean|bool|YES||
|ops|v_run_ready_queue|8|paid_plan_supported|boolean|bool|YES||
|ops|v_run_ready_queue|9|expected_depth|text|text|YES||
|ops|v_run_ready_queue|10|is_primary_source|boolean|bool|YES||
|ops|v_run_ready_queue|11|is_fallback_source|boolean|bool|YES||
|ops|v_run_ready_queue|12|is_merge_source|boolean|bool|YES||
|ops|v_run_ready_queue|13|is_enabled|boolean|bool|YES||
|ops|v_run_ready_queue|14|provider_priority|integer|int4|YES||
|ops|v_run_ready_queue|15|fetch_priority|integer|int4|YES||
|ops|v_run_ready_queue|16|merge_priority|integer|int4|YES||
|ops|v_run_ready_queue|17|runtime_status|text|text|YES||
|ops|v_run_ready_queue|18|pending_cnt|bigint|int8|YES||
|ops|v_run_ready_queue|19|running_cnt|bigint|int8|YES||
|ops|v_run_ready_queue|20|done_cnt|bigint|int8|YES||
|ops|v_run_ready_queue|21|error_cnt|bigint|int8|YES||
|ops|v_run_ready_queue|22|skipped_cnt|bigint|int8|YES||
|ops|v_run_ready_queue|23|last_attempt|timestamp with time zone|timestamptz|YES||
|ops|v_run_ready_queue|24|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_run_ready_queue|25|total_targets|bigint|int8|YES||
|ops|v_run_ready_queue|26|enabled_targets|bigint|int8|YES||
|ops|v_run_ready_queue|27|queue_action|text|text|YES||
|ops|v_run_ready_queue|28|queue_group|integer|int4|YES||
|ops|v_run_ready_queue|29|can_run_now|boolean|bool|YES||
|ops|v_run_ready_queue|30|pro_harvest_candidate|boolean|bool|YES||
|ops|v_run_ready_queue|31|planner_priority_band|text|text|YES||
|ops|v_run_ready_queue|32|notes|text|text|YES||
|ops|v_run_ready_queue|33|limitations|text|text|YES||
|ops|v_run_ready_queue|34|next_action|text|text|YES||
|ops|v_runtime_entity_audit_summary|1|provider|text|text|YES||
|ops|v_runtime_entity_audit_summary|2|sport_code|text|text|YES||
|ops|v_runtime_entity_audit_summary|3|entity|text|text|YES||
|ops|v_runtime_entity_audit_summary|4|current_state|text|text|YES||
|ops|v_runtime_entity_audit_summary|5|state_sort|integer|int4|YES||
|ops|v_runtime_entity_audit_summary|6|panel_runner_exists|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|7|planner_target_exists|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|8|batch_target_exists|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|9|pull_confirmed|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|10|raw_confirmed|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|11|staging_confirmed|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|12|provider_map_confirmed|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|13|public_merge_confirmed|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|14|downstream_confirmed|boolean|bool|YES||
|ops|v_runtime_entity_audit_summary|15|last_run_group|text|text|YES||
|ops|v_runtime_entity_audit_summary|16|last_run_at|timestamp with time zone|timestamptz|YES||
|ops|v_runtime_entity_audit_summary|17|last_check_at|timestamp with time zone|timestamptz|YES||
|ops|v_runtime_entity_audit_summary|18|next_action|text|text|YES||
|ops|v_runtime_entity_audit_summary|19|state_reason|text|text|YES||
|ops|v_runtime_entity_audit_summary|20|db_evidence_summary|text|text|YES||
|ops|v_runtime_entity_audit_summary|21|last_log_summary|text|text|YES||
|ops|v_runtime_entity_audit_summary|22|audit_note|text|text|YES||
|ops|v_runtime_entity_audit_summary|23|updated_at|timestamp with time zone|timestamptz|YES||
|ops|v_sport_completion_summary|1|sport_code|text|text|YES||
|ops|v_sport_completion_summary|2|entity_count|bigint|int8|YES||
|ops|v_sport_completion_summary|3|done_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|4|partial_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|5|validate_cnt|bigint|int8|YES||
|ops|v_sport_completion_summary|6|review_cnt|bigint|int8|YES||
