|league_id|league_name                      |teams_in_league|total_players_in_league|avg_players_per_team|
|20,857   |Serie A                                          |26             |0                      |0                   |
|22,521   |Serie A                                          |0              |0                      |0                   |
|23,188   |Serie A1 W                                       |0              |0                      |0                   |
|24,505   |Serie A1 Women                                   |0              |0                      |0                   |
|24,524   |Serie A2                                         |0              |0                      |0                   |
|23,189   |Serie A2                                         |0              |0                      |0                   |
|24,474   |Serie A2 Women                                   |0              |0                      |0                   |
|23,190   |Serie A2 Women - North                           |0              |0                      |0                   |
|23,191   |Serie A2 Women - South                           |0              |0                      |0                   |
|24,160   |Serie A Cup Women                                |0              |0                      |0                   |
|22,044   |Serie A Cup Women                                |0              |0                      |0                   |
|21,091   |Serie A Women                                    |0              |0                      |0                   |
|21,063   |Serie B                                          |33             |0                      |0                   |
|20,980   |Serie B                                          |0              |0                      |0                   |
|20,981   |Serie C                                          |0              |0                      |0                   |
|21,086   |Serie C - Girone A                               |29             |0                      |0                   |
|21,264   |Serie C - Girone B                               |34             |0                      |0                   |
|23,473   |Serie C - Girone B                               |0              |0                      |0                   |
|21,265   |Serie C - Girone C                               |29             |0                      |0                   |
|23,474   |Serie C - Girone C                               |0              |0                      |0                   |
|21,770   |Serie C - Promotion - Play-offs                  |45             |0                      |0                   |
|23,900   |Serie C - Promotion - Play-offs                  |0              |0                      |0                   |
|23,899   |Serie C - Relegation - Play-offs                 |0              |0                      |0                   |
|21,786   |Serie C - Relegation - Play-offs                 |10             |0                      |0                   |
|23,901   |Serie C - Supercoppa Lega Finals                 |0              |0                      |0                   |
|21,787   |Serie C - Supercoppa Lega Finals                 |0              |0                      |0                   |
|20,982   |Serie D                                          |0              |0                      |0                   |
|23,924   |Serie D - Championship Round                     |0              |0                      |0                   |
|21,811   |Serie D - Championship Round                     |0              |0                      |0                   |
|21,337   |Serie D - Girone A                               |0              |0                      |0                   |
|21,338   |Serie D - Girone B                               |0              |0                      |0                   |
|21,339   |Serie D - Girone C                               |0              |0                      |0                   |
|21,340   |Serie D - Girone D                               |0              |0                      |0                   |
|23,489   |Serie D - Girone D                               |0              |0                      |0                   |
|23,490   |Serie D - Girone E                               |0              |0                      |0                   |
|21,341   |Serie D - Girone E                               |0              |0                      |0                   |
|21,342   |Serie D - Girone F                               |15             |0                      |0                   |
|23,491   |Serie D - Girone F                               |0              |0                      |0                   |
|21,343   |Serie D - Girone G                               |0              |0                      |0                   |
|23,492   |Serie D - Girone G                               |0              |0                      |0                   |
|23,493   |Serie D - Girone H                               |0              |0                      |0                   |
|21,344   |Serie D - Girone H                               |0              |0                      |0                   |
|21,345   |Serie D - Girone I                               |0              |0                      |0                   |
|23,494   |Serie D - Girone I                               |0              |0                      |0                   |
|23,922   |Serie D - Promotion - Play-offs                  |0              |0                      |0                   |
|21,809   |Serie D - Promotion - Play-offs                  |0              |0                      |0                   |
|23,923   |Serie D - Relegation - Play-offs                 |0              |0                      |0                   |
|21,810   |Serie D - Relegation - Play-offs                 |0              |0                      |0                   |
|24,179   |Serie Rio De La Plata                            |0              |0                      |0                   |
|22,062   |Serie Rio De La Plata                            |0              |0                      |0                   |
|21,271   |SheBelieves Cup                                  |0              |0                      |0                   |
|23,868   |SheBelieves Cup                                  |0              |0                      |0                   |
|23,898   |Shield Cup                                       |0              |0                      |0                   |
|21,785   |Shield Cup                                       |0              |0                      |0                   |
|21,651   |Shield Cup                                       |0              |0                      |0                   |
|23,766   |Shield Cup                                       |0              |0                      |0                   |
|22,523   |SHL                                              |0              |0                      |0                   |
|15,001   |Six Nations                                      |0              |0                      |0                   |
|23,332   |SLB                                              |0              |0                      |0                   |
|23,333   |SLB Cup                                          |0              |0                      |0                   |
|23,334   |SLB Cup Women                                    |0              |0                      |0                   |
|23,335   |SLB Trophy                                       |0              |0                      |0                   |
|23,336   |SLB Trophy Women                                 |0              |0                      |0                   |
|23,129   |SLB Women                                        |0              |0                      |0                   |
|23,337   |SLB Women                                        |0              |0                      |0                   |
|22,590   |Slohokej Liga                                    |0              |0                      |0                   |
|22,438   |Slovakia Cup                                     |0              |0                      |0                   |
|23,279   |Slovakia Cup                                     |0              |0                      |0                   |
|24,511   |Slovenia Cup                                     |0              |0                      |0                   |
|24,597   |Slovenia Cup Women                               |0              |0                      |0                   |
|23,282   |Slovenian Cup                                    |0              |0                      |0                   |
|23,130   |Small Countries European Championship            |0              |0                      |0                   |
|23,131   |Small Countries European Championship Women      |0              |0                      |0                   |
|22,403   |SM-sarja U20                                     |0              |0                      |0                   |
|21,746   |Somali Premier League                            |0              |0                      |0                   |
|23,860   |Somali Premier League                            |0              |0                      |0                   |
|21,479   |S?o Paulo Youth Cup                              |0              |0                      |0                   |
|23,287   |South American Championship                      |0              |0                      |0                   |
|23,288   |South American Championship U17                  |0              |0                      |0                   |
|23,289   |South American Championship U17 Women            |0              |0                      |0                   |
|23,290   |South American Championship U18                  |0              |0                      |0                   |
|23,291   |South American Championship Women                |0              |0                      |0                   |
|23,292   |South American League                            |0              |0                      |0                   |
|23,955   |South American Youth Games                       |0              |0                      |0                   |
|21,845   |South American Youth Games                       |0              |0                      |0                   |
|21,423   |South Australia NPL                              |0              |0                      |0                   |
|23,855   |South Australia State League 1                   |0              |0                      |0                   |
|21,741   |South Australia State League 1                   |0              |0                      |0                   |
|23,873   |Southeast Asian Games                            |0              |0                      |0                   |
|22,998   |Southeast Asian Games                            |0              |0                      |0                   |
|22,480   |Southeast Asian Games                            |0              |0                      |0                   |
|24,640   |Southeast Asian Games                            |0              |0                      |0                   |
|21,757   |Southeast Asian Games                            |0              |0                      |0                   |
|22,999   |Southeast Asian Games Women                      |0              |0                      |0                   |
|24,618   |Southeast Asian Games Women                      |0              |0                      |0                   |
|23,297   |Spanish Cup                                      |0              |0                      |0                   |
|23,298   |Spanish Cup Women                                |0              |0                      |0                   |
|22,389   |Spengler Cup (Davos)                             |0              |0                      |0                   |
|20,892   |S?per Lig                                        |14             |0                      |0                   |
|22,522   |SPHL                                             |0              |0                      |0                   |
|21,398   |Srpska Liga - Belgrade                           |0              |0                      |0                   |
|23,546   |Srpska Liga - Belgrade                           |0              |0                      |0                   |
|21,355   |Srpska Liga - East                               |0              |0                      |0                   |
|23,548   |Srpska Liga - East                               |0              |0                      |0                   |
|23,547   |Srpska Liga - Vojvodina                          |0              |0                      |0                   |
|21,399   |Srpska Liga - Vojvodina                          |0              |0                      |0                   |
|21,400   |Srpska Liga - West                               |0              |0                      |0                   |
|23,549   |Srpska Liga - West                               |0              |0                      |0                   |
|23,379   |Stankovic Continental Cup                        |0              |0                      |0                   |
|20,870   |Stars League                                     |0              |0                      |0                   |
|21,238   |State Cup                                        |0              |0                      |0                   |
|21,274   |Sudamericano U20                                 |0              |0                      |0                   |
|23,482   |Sudamericano U20                                 |0              |0                      |0                   |
|21,152   |Sudani Premier League                            |0              |0                      |0                   |
|21,483   |Sul-Matogrossense                                |0              |0                      |0                   |
|23,598   |Sul-Matogrossense                                |0              |0                      |0                   |
|21,579   |Sultan Cup                                       |0              |0                      |0                   |
|23,693   |Sultan Cup                                       |0              |0                      |0                   |
|24,566   |Sultanlar Ligi Women                             |0              |0                      |0                   |
|22,575   |Summer IHT (Basel)                               |0              |0                      |0                   |
|23,137   |Suomen Cup                                       |0              |0                      |0                   |
|22,596   |Suomen Cup                                       |0              |0                      |0                   |
|20,998   |Suomen Cup                                       |0              |0                      |0                   |
|23,138   |Suomen Cup Women                                 |0              |0                      |0                   |
|22,536   |Suomi-sarja                                      |0              |0                      |0                   |
|22,977   |Super 4                                          |0              |0                      |0                   |
|23,038   |Super 8                                          |0              |0                      |0                   |
|21,780   |Supercopa                                        |0              |0                      |0                   |
|23,051   |Supercopa                                        |0              |0                      |0                   |
|24,143   |Supercopa                                        |0              |0                      |0                   |
|23,793   |Supercopa                                        |0              |0                      |0                   |
|22,029   |Supercopa                                        |0              |0                      |0                   |
|23,811   |Supercopa                                        |0              |0                      |0                   |
|21,696   |Supercopa                                        |0              |0                      |0                   |
|23,893   |Supercopa                                        |0              |0                      |0                   |
|21,664   |Supercopa                                        |0              |0                      |0                   |
|23,859   |Super Copa                                       |0              |0                      |0                   |
|21,648   |Super Copa                                       |0              |0                      |0                   |
|21,745   |Super Copa                                       |0              |0                      |0                   |
|23,763   |Super Copa                                       |0              |0                      |0                   |
|23,299   |Supercopa ACB                                    |0              |0                      |0                   |
|21,687   |Supercopa de Ecuador                             |0              |0                      |0                   |
|23,801   |Supercopa de Ecuador                             |0              |0                      |0                   |
|23,606   |Supercopa do Brasil                              |0              |0                      |0                   |
|21,491   |Supercopa do Brasil                              |0              |0                      |0                   |
|21,904   |Supercopa Femenina                               |0              |0                      |0                   |
|24,014   |Supercopa Femenina                               |0              |0                      |0                   |
|24,088   |Super Copa International                         |0              |0                      |0                   |
|21,979   |Super Copa International                         |0              |0                      |0                   |
|23,300   |Supercopa Women                                  |0              |0                      |0                   |
|24,476   |Supercup                                         |0              |0                      |0                   |
|23,283   |Supercup                                         |0              |0                      |0                   |
|23,228   |Supercup                                         |0              |0                      |0                   |
|24,499   |Supercup                                         |0              |0                      |0                   |
|21,720   |Super Cup                                        |0              |0                      |0                   |
|21,515   |Super Cup                                        |0              |0                      |0                   |
|21,744   |Super Cup                                        |0              |0                      |0                   |
|23,437   |Super Cup                                        |0              |0                      |0                   |
|22,506   |Super Cup                                        |0              |0                      |0                   |
|23,435   |Super Cup                                        |0              |0                      |0                   |
|23,762   |Super Cup                                        |0              |0                      |0                   |
|21,509   |Super Cup                                        |0              |0                      |0                   |
|23,768   |Super Cup                                        |0              |0                      |0                   |
|22,516   |Super Cup                                        |0              |0                      |0                   |
|23,774   |Super Cup                                        |0              |0                      |0                   |
|23,434   |Super Cup                                        |0              |0                      |0                   |
|23,777   |Super Cup                                        |0              |0                      |0                   |
|24,641   |Super Cup                                        |0              |0                      |0                   |
|23,247   |Super Cup                                        |0              |0                      |0                   |
|23,791   |Super Cup                                        |0              |0                      |0                   |
|21,508   |Super Cup                                        |0              |0                      |0                   |
|21,739   |Super Cup                                        |0              |0                      |0                   |
|23,800   |Super Cup                                        |0              |0                      |0                   |
|21,738   |Super Cup                                        |0              |0                      |0                   |
|20,846   |Super Cup                                        |0              |0                      |0                   |
|21,733   |Super Cup                                        |0              |0                      |0                   |
|20,911   |Super Cup                                        |0              |0                      |0                   |
|24,477   |Super Cup                                        |0              |0                      |0                   |
|22,544   |Super Cup                                        |0              |0                      |0                   |
|23,252   |Super Cup                                        |0              |0                      |0                   |
|23,420   |Super Cup                                        |0              |0                      |0                   |
|23,418   |Super Cup                                        |0              |0                      |0                   |
|23,417   |Super Cup                                        |0              |0                      |0                   |
|21,730   |Super Cup                                        |0              |0                      |0                   |
|21,724   |Super Cup                                        |0              |0                      |0                   |
|21,647   |Super Cup                                        |0              |0                      |0                   |
|23,828   |Super Cup                                        |0              |0                      |0                   |
|23,464   |Super Cup                                        |0              |0                      |0                   |
|23,416   |Super Cup                                        |0              |0                      |0                   |
|23,836   |Super Cup                                        |0              |0                      |0                   |
|23,840   |Super Cup                                        |0              |0                      |0                   |
|24,551   |Super Cup                                        |0              |0                      |0                   |
|23,465   |Super Cup                                        |0              |0                      |0                   |
|23,845   |Super Cup                                        |0              |0                      |0                   |
|22,588   |Super Cup                                        |0              |0                      |0                   |
|23,848   |Super Cup                                        |0              |0                      |0                   |
|23,694   |Super Cup                                        |0              |0                      |0                   |
|24,452   |Super Cup                                        |0              |0                      |0                   |
|23,852   |Super Cup                                        |0              |0                      |0                   |
|23,853   |Super Cup                                        |0              |0                      |0                   |
|23,410   |Super Cup                                        |0              |0                      |0                   |
|23,858   |Super Cup                                        |0              |0                      |0                   |
|23,408   |Super Cup                                        |0              |0                      |0                   |
|23,687   |Super Cup                                        |0              |0                      |0                   |
|22,601   |Super Cup                                        |0              |0                      |0                   |
|23,403   |Super Cup                                        |0              |0                      |0                   |
|23,679   |Super Cup                                        |0              |0                      |0                   |
|21,228   |Super Cup                                        |0              |0                      |0                   |
|20,847   |Super Cup                                        |0              |0                      |0                   |
|21,041   |Super Cup                                        |0              |0                      |0                   |
|23,469   |Super Cup                                        |0              |0                      |0                   |
|24,173   |Super Cup                                        |0              |0                      |0                   |
|23,263   |Super Cup                                        |0              |0                      |0                   |
|21,040   |Super Cup                                        |0              |0                      |0                   |
|21,039   |Super Cup                                        |0              |0                      |0                   |
|23,643   |Super Cup                                        |0              |0                      |0                   |
|20,865   |Super Cup                                        |0              |0                      |0                   |
|22,978   |Super Cup                                        |0              |0                      |0                   |
|24,650   |Super Cup                                        |0              |0                      |0                   |
|24,626   |Super Cup                                        |0              |0                      |0                   |
|24,655   |Super Cup                                        |0              |0                      |0                   |
|23,631   |Super Cup                                        |0              |0                      |0                   |
|23,627   |Super Cup                                        |0              |0                      |0                   |
|21,527   |Super Cup                                        |0              |0                      |0                   |
|22,056   |Super Cup                                        |0              |0                      |0                   |
|23,624   |Super Cup                                        |0              |0                      |0                   |
|23,623   |Super Cup                                        |0              |0                      |0                   |
|24,581   |Super Cup                                        |0              |0                      |0                   |
|21,837   |Super Cup                                        |0              |0                      |0                   |
|21,128   |Super Cup                                        |0              |0                      |0                   |
|21,129   |Super Cup                                        |0              |0                      |0                   |
|24,156   |Super Cup                                        |0              |0                      |0                   |
|23,609   |Super Cup                                        |0              |0                      |0                   |
|21,686   |Super Cup                                        |0              |0                      |0                   |
|22,040   |Super Cup                                        |0              |0                      |0                   |
|22,039   |Super Cup                                        |0              |0                      |0                   |
|22,038   |Super Cup                                        |0              |0                      |0                   |
|24,155   |Super Cup                                        |0              |0                      |0                   |
|24,154   |Super Cup                                        |0              |0                      |0                   |
|21,494   |Super Cup                                        |0              |0                      |0                   |
|23,021   |Super Cup                                        |0              |0                      |0                   |
|23,948   |Super Cup                                        |0              |0                      |0                   |
|22,027   |Super Cup                                        |0              |0                      |0                   |
|22,026   |Super Cup                                        |0              |0                      |0                   |
|21,580   |Super Cup                                        |0              |0                      |0                   |
|22,020   |Super Cup                                        |0              |0                      |0                   |
|24,141   |Super Cup                                        |0              |0                      |0                   |
|24,140   |Super Cup                                        |0              |0                      |0                   |
|21,858   |Super Cup                                        |0              |0                      |0                   |
|21,653   |Super Cup                                        |0              |0                      |0                   |
|24,133   |Super Cup                                        |0              |0                      |0                   |
|23,970   |Super Cup                                        |0              |0                      |0                   |
|21,572   |Super Cup                                        |0              |0                      |0                   |
|21,131   |Super Cup                                        |0              |0                      |0                   |
|21,010   |Super Cup                                        |0              |0                      |0                   |
|21,659   |Super Cup                                        |0              |0                      |0                   |
|23,980   |Super Cup                                        |0              |0                      |0                   |
|21,868   |Super Cup                                        |0              |0                      |0                   |
|21,662   |Super Cup                                        |0              |0                      |0                   |
|21,997   |Super Cup                                        |0              |0                      |0                   |
|21,005   |Super Cup                                        |0              |0                      |0                   |
|21,564   |Super Cup                                        |0              |0                      |0                   |
|21,984   |Super Cup                                        |0              |0                      |0                   |
|24,002   |Super Cup                                        |0              |0                      |0                   |
|24,008   |Super Cup                                        |0              |0                      |0                   |
|23,041   |Super Cup                                        |0              |0                      |0                   |
|21,677   |Super Cup                                        |0              |0                      |0                   |
|24,111   |Super Cup                                        |0              |0                      |0                   |
|24,026   |Super Cup                                        |0              |0                      |0                   |
|20,993   |Super Cup                                        |0              |0                      |0                   |
|23,164   |Super Cup                                        |0              |0                      |0                   |
|21,890   |Super Cup                                        |0              |0                      |0                   |
|23,157   |Super Cup                                        |0              |0                      |0                   |
|24,098   |Super Cup                                        |0              |0                      |0                   |
|21,896   |Super Cup                                        |0              |0                      |0                   |
|23,329   |Super Cup                                        |0              |0                      |0                   |
|20,965   |Super Cup                                        |0              |0                      |0                   |
|23,318   |Super Cup                                        |0              |0                      |0                   |
|21,913   |Super Cup                                        |0              |0                      |0                   |
|21,130   |Supercupa                                        |0              |0                      |0                   |
|23,436   |Supercupa                                        |0              |0                      |0                   |
|21,990   |Supercup der Frauen                              |0              |0                      |0                   |
|24,104   |Supercup der Frauen                              |0              |0                      |0                   |
|21,652   |Super Cup Primavera                              |0              |0                      |0                   |
|23,767   |Super Cup Primavera                              |0              |0                      |0                   |
|24,563   |Supercup Women                                   |0              |0                      |0                   |
|24,504   |Super Cup Women                                  |0              |0                      |0                   |
|23,319   |Super Cup Women                                  |0              |0                      |0                   |
|23,248   |Super Cup Women                                  |0              |0                      |0                   |
|23,192   |Super Cup Women                                  |0              |0                      |0                   |
|24,482   |Super Cup Women                                  |0              |0                      |0                   |
|24,607   |Super Cup Women                                  |0              |0                      |0                   |
|24,083   |Super Cup Women                                  |0              |0                      |0                   |
|23,253   |Super Cup Women                                  |0              |0                      |0                   |
|24,612   |Super Cup Women                                  |0              |0                      |0                   |
|24,683   |Super Cup Women                                  |0              |0                      |0                   |
|21,974   |Super Cup Women                                  |0              |0                      |0                   |
|24,528   |Super Cup Women                                  |0              |0                      |0                   |
|23,132   |SuperCup Women                                   |0              |0                      |0                   |
|22,598   |SuperElit U20                                    |0              |0                      |0                   |
|23,304   |Superettan                                       |0              |0                      |0                   |
|21,100   |Superettan                                       |23             |0                      |0                   |
|23,151   |Superleague                                      |0              |0                      |0                   |
|24,700   |Superleague                                      |0              |0                      |0                   |
|24,447   |Superleague                                      |0              |0                      |0                   |
|22,537   |Superleague                                      |0              |0                      |0                   |
|23,219   |Superleague                                      |0              |0                      |0                   |
|21,249   |Super League                                     |0              |0                      |0                   |
|21,015   |Super League                                     |0              |0                      |0                   |
|23,328   |Super League                                     |0              |0                      |0                   |
|23,178   |Super League                                     |0              |0                      |0                   |
|21,160   |Super League                                     |0              |0                      |0                   |
|23,268   |Super League                                     |0              |0                      |0                   |
|24,629   |Super League                                     |0              |0                      |0                   |
|24,631   |Super League                                     |0              |0                      |0                   |
|21,232   |Super League                                     |0              |0                      |0                   |
|23,045   |Super League                                     |0              |0                      |0                   |
|21,105   |Super League                                     |0              |0                      |0                   |
|23,174   |Super League                                     |0              |0                      |0                   |
|23,173   |Super League                                     |0              |0                      |0                   |
|21,070   |Super League                                     |0              |0                      |0                   |
|21,073   |Super League                                     |9              |0                      |0                   |
|24,672   |Super League                                     |0              |0                      |0                   |
|20,990   |Super League                                     |0              |0                      |0                   |
|23,275   |Super League                                     |0              |0                      |0                   |
|20,962   |Super League 1                                   |16             |0                      |0                   |
|21,392   |Super League 2                                   |43             |0                      |0                   |
|23,540   |Super League 2                                   |0              |0                      |0                   |
|23,265   |Superleague A W                                  |0              |0                      |0                   |
|23,330   |Superleague W                                    |0              |0                      |0                   |
|24,667   |Superleague Women                                |0              |0                      |0                   |
|24,619   |Superleague Women                                |0              |0                      |0                   |
|24,468   |Super League Women                               |0              |0                      |0                   |
|21,087   |Super League Women                               |0              |0                      |0                   |
|24,446   |Super League Women                               |0              |0                      |0                   |
|24,647   |SuperLega                                        |12             |0                      |0                   |
|22,484   |Super Lig                                        |0              |0                      |0                   |
|23,204   |Superliga                                        |0              |0                      |0                   |
|20,939   |Superliga                                        |14             |0                      |0                   |
|23,022   |Superliga                                        |0              |0                      |0                   |
|20,971   |Superliga                                        |10             |0                      |0                   |
|21,569   |Superliga                                        |0              |0                      |0                   |
|23,684   |Superliga                                        |0              |0                      |0                   |
|22,974   |Superliga                                        |0              |0                      |0                   |
|23,486   |Superliga                                        |0              |0                      |0                   |
|23,359   |Superliga                                        |0              |0                      |0                   |
|24,593   |Superliga                                        |0              |0                      |0                   |
|21,278   |Superliga                                        |14             |0                      |0                   |
|21,112   |Super Liga                                       |18             |0                      |0                   |
|21,147   |Super Liga                                       |17             |0                      |0                   |
|21,256   |Super Liga                                       |15             |0                      |0                   |
|24,490   |SuperLiga                                        |0              |0                      |0                   |
|24,488   |SuperLiga                                        |0              |0                      |0                   |
|24,554   |SuperLiga                                        |0              |0                      |0                   |
|24,669   |Superliga Women                                  |0              |0                      |0                   |
|24,525   |Superliga Women                                  |0              |0                      |0                   |
|24,649   |Superliga Women                                  |0              |0                      |0                   |
|24,517   |Superliga Women                                  |0              |0                      |0                   |
|23,205   |Superliga Women                                  |0              |0                      |0                   |
|23,023   |Superliga Women                                  |0              |0                      |0                   |
|24,689   |Superliga Women                                  |0              |0                      |0                   |
|23,320   |Super Ligi                                       |0              |0                      |0                   |
|21,503   |Supreme Division Women                           |0              |0                      |0                   |
|23,618   |Supreme Division Women                           |0              |0                      |0                   |
|21,452   |Svenska Cupen                                    |0              |0                      |0                   |
|21,588   |Svenska Cupen - Women                            |0              |0                      |0                   |
